,player_id,season,Age,Competition,Club,club_id,position_group,New_season,Squad,Appearances,PPG,Goals,Assists,Penalty goals,Minutes per goal,market_value
1,174915,2017,29,Premier League,Leicester City,1003,Attack,False,19,12,1.0,1,1,0,239,18000000.0
2,197838,2017,30,Premier League,Leicester City,1003,Attack,False,37,37,1.19,20,1,5,163,20000000.0
4,295330,2017,20,Premier League,Leicester City,1003,Attack,True,32,21,0.81,3,3,0,274,15000000.0
5,398065,2017,19,Premier League,Leicester City,1003,Attack,False,6,3,1.33,0,0,0,0,250000.0
6,197838,2021,34,Premier League,Leicester City,1003,Attack,False,27,25,1.56,15,2,0,120,5000000.0
7,246968,2021,27,Premier League,Leicester City,1003,Attack,False,32,14,1.14,2,3,0,221,10000000.0
8,295330,2021,24,Premier League,Leicester City,1003,Attack,False,35,26,1.12,4,5,0,315,20000000.0
9,365172,2021,22,Premier League,Leicester City,1003,Attack,False,36,23,1.17,5,3,0,232,20000000.0
12,80444,2017,25,Premier League,Liverpool FC,31,Attack,False,15,14,1.79,7,6,0,160,100000000.0
13,80444,2017,25,Premier League,Liverpool FC,31,Attack,False,15,14,1.79,7,6,0,160,100000000.0
15,134294,2017,24,Premier League,Liverpool FC,31,Attack,False,17,8,1.63,1,0,0,265,8000000.0
16,148368,2017,22,Premier League,Liverpool FC,31,Attack,False,2,1,1.0,0,0,0,0,10000000.0
17,148455,2017,25,Premier League,Liverpool FC,31,Attack,True,36,36,1.97,32,11,1,91,150000000.0
19,131789,2018,26,Premier League,Liverpool FC,31,Attack,False,34,34,2.5,12,7,1,218,80000000.0
21,148455,2018,26,Premier League,Liverpool FC,31,Attack,False,38,38,2.55,22,10,3,148,150000000.0
23,131789,2019,27,Premier League,Liverpool FC,31,Attack,False,38,38,2.61,9,8,0,334,72000000.0
25,148455,2019,27,Premier League,Liverpool FC,31,Attack,False,37,34,2.68,19,10,3,152,120000000.0
26,165793,2019,24,Premier League,Liverpool FC,31,Attack,False,17,10,1.9,0,0,0,0,10000000.0
29,148368,2020,25,Premier League,Liverpool FC,31,Attack,False,26,9,1.33,0,0,0,0,12000000.0
30,148455,2020,28,Premier League,Liverpool FC,31,Attack,False,37,37,1.78,22,5,6,140,100000000.0
31,165793,2020,25,Premier League,Liverpool FC,31,Attack,False,20,9,1.89,1,0,0,286,12000000.0
33,340950,2020,23,Premier League,Liverpool FC,31,Attack,True,19,19,2.0,9,0,0,124,45000000.0
35,148368,2021,26,Premier League,Liverpool FC,31,Attack,False,18,7,2.57,3,1,0,42,12000000.0
37,165793,2021,26,Premier League,Liverpool FC,31,Attack,False,26,11,2.55,3,0,0,59,12000000.0
40,480692,2021,24,Premier League,Liverpool FC,31,Attack,False,16,13,2.69,4,3,0,241,65000000.0
42,3455,2017,35,Premier League,Manchester United,985,Attack,False,8,5,2.0,0,0,0,0,4000000.0
43,40433,2017,28,Premier League,Manchester United,985,Attack,True,13,12,2.08,2,3,0,525,70000000.0
44,96341,2017,24,Premier League,Manchester United,985,Attack,True,34,34,2.18,16,7,0,179,90000000.0
45,182877,2017,21,Premier League,Manchester United,985,Attack,False,34,30,2.03,9,5,1,176,65000000.0
47,3455,2019,37,Serie A,AC Milan,5,Attack,True,18,18,2.11,10,5,2,136,2800000.0
48,111961,2019,25,Serie A,AC Milan,5,Attack,False,20,16,1.31,1,2,0,1361,17500000.0
49,187587,2019,25,Serie A,AC Milan,5,Attack,False,34,26,1.77,11,3,0,127,24000000.0
50,195171,2019,24,Serie A,AC Milan,5,Attack,False,29,22,1.73,2,3,0,608,11000000.0
51,198008,2019,23,Serie A,AC Milan,5,Attack,False,2,1,3.0,0,0,0,0,16000000.0
52,327757,2019,24,Serie A,AC Milan,5,Attack,False,21,18,1.22,4,0,3,297,21500000.0
53,327757,2019,24,Serie A,AC Milan,5,Attack,False,21,18,1.22,4,0,3,297,21500000.0
56,3455,2020,38,Serie A,AC Milan,5,Attack,False,19,19,2.21,15,2,3,100,4000000.0
59,357164,2020,21,Serie A,AC Milan,5,Attack,False,31,30,1.9,6,6,0,322,25000000.0
61,422355,2020,20,Serie A,AC Milan,5,Attack,False,35,18,1.94,2,0,0,260,9500000.0
64,82442,2021,34,Serie A,AC Milan,5,Attack,True,30,29,2.34,11,4,2,173,3500000.0
66,195171,2021,26,Serie A,AC Milan,5,Attack,False,22,5,2.0,0,2,0,0,4000000.0
67,357164,2021,22,Serie A,AC Milan,5,Attack,False,35,34,2.32,11,10,0,238,70000000.0
68,364133,2021,20,Serie A,AC Milan,5,Attack,True,12,6,2.5,0,0,0,0,4500000.0
69,364133,2021,20,Serie A,AC Milan,5,Attack,True,12,6,2.5,0,0,0,0,4500000.0
70,381950,2021,22,Serie A,AC Milan,5,Attack,False,38,36,2.28,1,3,0,1864,17000000.0
72,698548,2021,17,Serie A,AC Milan,5,Attack,False,4,0,0.0,0,0,0,0,3000000.0
74,243606,2021,24,Ligue 1,Stade Reims,1421,Attack,False,19,13,1.08,0,0,0,0,1000000.0
75,315283,2021,23,Ligue 1,Stade Reims,1421,Attack,False,2,2,1.0,0,0,0,0,2300000.0
76,316137,2021,26,Ligue 1,Stade Reims,1421,Attack,False,7,4,1.25,0,0,0,0,1200000.0
77,388160,2021,21,Ligue 1,Stade Reims,1421,Attack,False,13,8,0.88,0,0,0,0,1000000.0
80,399383,2021,24,Ligue 1,Stade Reims,1421,Attack,False,7,4,1.0,0,0,0,0,4000000.0
81,543051,2021,21,Ligue 1,Stade Reims,1421,Attack,False,2,0,0.0,0,0,0,0,5000000.0
85,709726,2021,19,Ligue 1,Stade Reims,1421,Attack,False,24,24,1.21,10,4,1,128,28000000.0
86,798927,2021,19,Ligue 1,Stade Reims,1421,Attack,False,15,10,1.2,1,0,0,371,1200000.0
87,96828,2018,27,Serie A,Torino FC,416,Attack,True,35,29,1.55,4,3,0,356,10000000.0
88,167727,2018,24,Serie A,Torino FC,416,Attack,False,37,37,1.68,15,1,5,220,35000000.0
89,338425,2018,22,Serie A,Torino FC,416,Attack,False,38,31,1.68,2,3,0,741,6000000.0
90,340070,2018,21,Serie A,Torino FC,416,Attack,False,20,3,1.0,0,0,0,0,1000000.0
91,340070,2018,21,Serie A,Torino FC,416,Attack,False,20,3,1.0,0,0,0,0,1000000.0
92,96828,2019,28,Serie A,Torino FC,416,Attack,False,28,24,1.0,6,2,0,273,7000000.0
94,338425,2019,23,Serie A,Torino FC,416,Attack,False,36,29,1.1,6,2,0,305,4800000.0
95,340070,2019,22,Serie A,Torino FC,416,Attack,False,26,13,0.85,1,1,0,394,800000.0
96,417896,2019,19,Serie A,Torino FC,416,Attack,False,3,0,0.0,0,0,0,0,300000.0
97,96828,2020,29,Serie A,Torino FC,416,Attack,False,32,29,0.93,6,0,0,248,3000000.0
99,234523,2020,24,Serie A,Torino FC,416,Attack,False,15,14,1.21,5,1,0,197,7500000.0
100,234523,2020,24,Serie A,Torino FC,416,Attack,False,15,14,1.21,5,1,0,197,7500000.0
103,340070,2020,23,Serie A,Torino FC,416,Attack,False,16,2,0.0,0,0,0,0,500000.0
104,417896,2020,20,Serie A,Torino FC,416,Attack,False,1,0,0.0,0,0,0,0,350000.0
105,22068,2020,37,Serie A,ACF Fiorentina,430,Attack,False,30,29,1.0,2,7,0,1085,3000000.0
107,89086,2020,29,Serie A,ACF Fiorentina,430,Attack,False,9,4,0.25,0,0,0,0,3500000.0
108,265078,2020,22,Serie A,ACF Fiorentina,430,Attack,False,13,11,0.91,0,0,0,0,9000000.0
109,265078,2020,22,Serie A,ACF Fiorentina,430,Attack,False,13,11,0.91,0,0,0,0,9000000.0
110,341092,2020,22,Serie A,ACF Fiorentina,430,Attack,False,3,3,1.0,1,1,0,242,60000000.0
112,547786,2020,18,Serie A,ACF Fiorentina,430,Attack,False,3,0,0.0,0,0,0,0,500000.0
113,61253,2021,34,Serie A,ACF Fiorentina,430,Attack,False,38,30,1.53,1,2,0,1297,1000000.0
114,89086,2021,30,Serie A,ACF Fiorentina,430,Attack,False,27,6,1.5,0,0,0,0,800000.0
115,324690,2021,23,Serie A,ACF Fiorentina,430,Attack,False,19,17,1.41,1,1,0,644,18000000.0
117,357498,2021,21,Serie A,ACF Fiorentina,430,Attack,False,21,21,1.67,17,4,5,109,85000000.0
118,386455,2021,22,Serie A,ACF Fiorentina,430,Attack,False,33,24,1.5,3,2,0,413,9000000.0
119,390638,2021,23,Serie A,ACF Fiorentina,430,Attack,False,16,14,1.57,2,2,0,375,14000000.0
121,547786,2021,19,Serie A,ACF Fiorentina,430,Attack,False,11,0,0.0,0,0,0,0,350000.0
122,669915,2021,17,Serie A,ACF Fiorentina,430,Attack,False,2,1,3.0,0,0,0,0,300000.0
124,724418,2021,18,Serie A,ACF Fiorentina,430,Attack,False,1,0,0.0,0,0,0,0,250000.0
126,119115,2017,26,Serie A,US Sassuolo,6574,Attack,False,22,20,0.95,2,0,0,659,3800000.0
127,119115,2017,26,Serie A,US Sassuolo,6574,Attack,False,22,20,0.95,2,0,0,659,3800000.0
129,177843,2017,22,Serie A,US Sassuolo,6574,Attack,False,32,31,1.13,4,2,2,577,18000000.0
130,315867,2017,18,Serie A,US Sassuolo,6574,Attack,False,18,3,0.0,0,0,0,0,800000.0
131,38607,2018,24,Serie A,US Sassuolo,6574,Attack,True,37,19,1.21,2,2,0,540,4500000.0
134,315867,2018,19,Serie A,US Sassuolo,6574,Attack,False,9,0,0.0,0,0,0,0,700000.0
136,84765,2019,31,Serie A,US Sassuolo,6574,Attack,False,37,36,1.39,21,7,2,140,5500000.0
138,177843,2019,24,Serie A,US Sassuolo,6574,Attack,False,32,31,1.48,14,10,2,179,19000000.0
140,239941,2019,23,Serie A,US Sassuolo,6574,Attack,False,16,11,1.09,1,0,0,378,1600000.0
141,405885,2019,19,Serie A,US Sassuolo,6574,Attack,False,38,11,0.73,2,0,0,128,625000.0
144,163222,2020,29,Serie A,US Sassuolo,6574,Attack,False,29,28,1.57,3,2,0,443,5000000.0
145,177843,2020,25,Serie A,US Sassuolo,6574,Attack,False,30,30,1.77,17,8,7,146,35000000.0
146,216569,2020,23,Serie A,US Sassuolo,6574,Attack,False,29,27,1.48,4,2,0,448,20000000.0
148,315867,2020,21,Serie A,US Sassuolo,6574,Attack,False,1,0,0.0,0,0,0,0,15000000.0
149,345473,2020,21,Serie A,US Sassuolo,6574,Attack,False,8,1,0.0,0,0,0,0,800000.0
152,658244,2020,18,Serie A,US Sassuolo,6574,Attack,False,1,0,0.0,0,0,0,0,150000.0
153,84765,2021,33,Serie A,US Sassuolo,6574,Attack,False,2,2,2.0,0,1,0,0,2500000.0
155,177843,2021,26,Serie A,US Sassuolo,6574,Attack,False,33,33,1.39,15,17,6,189,35000000.0
156,216569,2021,24,Serie A,US Sassuolo,6574,Attack,False,12,12,1.0,0,3,0,0,19000000.0
157,216569,2021,24,Serie A,US Sassuolo,6574,Attack,False,12,12,1.0,0,3,0,0,19000000.0
158,239941,2021,25,Serie A,US Sassuolo,6574,Attack,False,1,0,0.0,0,0,0,0,1700000.0
160,405885,2021,21,Serie A,US Sassuolo,6574,Attack,False,36,36,1.28,10,6,0,275,28000000.0
164,658244,2021,19,Serie A,US Sassuolo,6574,Attack,False,5,2,0.5,0,1,0,0,250000.0
165,691828,2021,17,Serie A,US Sassuolo,6574,Attack,False,3,0,0.0,0,0,0,0,75000.0
168,102226,2017,24,Bundesliga,Borussia Mönchengladbach,18,Attack,False,34,34,1.38,10,8,5,295,22000000.0
171,32711,2018,27,Bundesliga,Borussia Mönchengladbach,18,Attack,False,30,24,1.46,3,2,0,357,4500000.0
172,102226,2018,25,Bundesliga,Borussia Mönchengladbach,18,Attack,False,33,33,1.58,10,11,3,288,38000000.0
174,7161,2019,26,Bundesliga,Borussia Mönchengladbach,18,Attack,False,27,24,2.0,5,3,0,326,7000000.0
177,237662,2019,22,Bundesliga,Borussia Mönchengladbach,18,Attack,True,29,28,1.86,8,8,0,194,13000000.0
178,318528,2019,21,Bundesliga,Borussia Mönchengladbach,18,Attack,False,31,31,1.81,10,8,0,223,22500000.0
180,32711,2020,29,Bundesliga,Borussia Mönchengladbach,18,Attack,False,33,27,1.52,0,3,0,0,3500000.0
182,237662,2020,23,Bundesliga,Borussia Mönchengladbach,18,Attack,False,31,31,1.45,5,6,0,287,16000000.0
184,321070,2020,21,Bundesliga,Borussia Mönchengladbach,18,Attack,True,34,32,1.5,3,2,0,456,8000000.0
185,7161,2021,28,Bundesliga,Borussia Mönchengladbach,18,Attack,False,26,26,1.31,12,5,0,173,13000000.0
188,237662,2021,24,Bundesliga,Borussia Mönchengladbach,18,Attack,False,29,29,1.41,9,4,0,241,15000000.0
189,318528,2021,23,Bundesliga,Borussia Mönchengladbach,18,Attack,False,22,21,1.38,3,1,0,324,20000000.0
190,321070,2021,22,Bundesliga,Borussia Mönchengladbach,18,Attack,False,18,7,1.43,0,0,0,0,5000000.0
192,56416,2017,30,Serie A,SSC Napoli,6195,Attack,False,38,38,2.39,18,6,4,167,30000000.0
193,61253,2017,30,Serie A,SSC Napoli,6195,Attack,False,38,38,2.39,10,11,0,325,24000000.0
195,191891,2017,23,Serie A,SSC Napoli,6195,Attack,False,18,15,2.07,5,0,0,88,20000000.0
197,111961,2018,24,Serie A,AC Milan,5,Attack,False,36,35,1.8,7,10,0,433,40000000.0
199,265078,2018,20,Serie A,AC Milan,5,Attack,False,36,34,1.76,3,2,0,479,28000000.0
200,327757,2018,23,Serie A,AC Milan,5,Attack,False,18,18,1.89,9,1,0,153,40000000.0
201,183720,2019,24,Premier League,Aston Villa,405,Attack,True,37,34,0.85,4,4,1,516,8000000.0
203,234189,2019,24,Premier League,Aston Villa,405,Attack,False,37,34,0.91,6,2,0,325,8000000.0
204,381362,2019,22,Premier League,Aston Villa,405,Attack,False,21,21,1.0,5,1,0,358,24000000.0
205,412660,2019,21,Premier League,Aston Villa,405,Attack,False,21,18,0.83,0,0,0,0,2300000.0
206,37834,2020,31,Serie A,SS Lazio,398,Attack,False,30,25,1.8,8,0,1,115,4000000.0
207,105521,2020,30,Serie A,SS Lazio,398,Attack,False,35,35,1.91,20,7,4,143,38000000.0
209,256267,2020,26,Serie A,SS Lazio,398,Attack,False,31,27,1.78,1,0,0,821,9000000.0
211,37834,2021,32,Serie A,SS Lazio,398,Attack,False,1,0,0.0,0,0,0,0,1500000.0
212,37834,2021,32,Serie A,SS Lazio,398,Attack,False,1,0,0.0,0,0,0,0,1500000.0
213,37834,2021,32,Serie A,SS Lazio,398,Attack,False,1,0,0.0,0,0,0,0,1500000.0
214,65278,2021,33,Serie A,SS Lazio,398,Attack,True,32,32,1.66,9,4,0,227,3000000.0
215,105521,2021,31,Serie A,SS Lazio,398,Attack,False,31,31,1.77,27,3,7,101,27000000.0
217,228761,2021,29,Serie A,SS Lazio,398,Attack,False,1,0,0.0,0,0,0,0,800000.0
218,256267,2021,27,Serie A,SS Lazio,398,Attack,False,23,11,1.55,0,1,0,0,7000000.0
219,256267,2021,27,Serie A,SS Lazio,398,Attack,False,23,11,1.55,0,1,0,0,7000000.0
220,283735,2021,26,Serie A,SS Lazio,398,Attack,False,29,29,1.72,4,6,0,470,18000000.0
221,448466,2021,23,Serie A,SS Lazio,398,Attack,False,15,3,1.0,1,0,0,191,5500000.0
224,8198,2018,33,Serie A,Juventus FC,506,Attack,False,32,31,2.52,21,9,5,128,90000000.0
227,340328,2018,20,Serie A,Juventus FC,506,Attack,False,4,1,0.0,0,0,0,0,550000.0
229,8198,2019,34,Serie A,Juventus FC,506,Attack,False,33,33,2.21,31,6,12,94,60000000.0
230,197300,2019,25,Serie A,Juventus FC,506,Attack,False,35,29,2.03,1,1,0,1575,28000000.0
231,205940,2019,24,Serie A,Juventus FC,506,Attack,True,6,0,0.0,0,0,0,0,6000000.0
234,128223,2020,27,Serie A,Juventus FC,506,Attack,True,33,32,1.94,11,10,1,183,45000000.0
235,197300,2020,26,Serie A,Juventus FC,506,Attack,False,33,27,2.11,0,2,0,0,15000000.0
236,206050,2020,26,Serie A,Juventus FC,506,Attack,False,24,20,2.2,4,3,0,284,50000000.0
237,341092,2020,22,Serie A,Juventus FC,506,Attack,True,31,30,2.07,8,8,0,278,60000000.0
240,682032,2020,19,Serie A,Juventus FC,506,Attack,False,3,0,0.0,0,0,0,0,2500000.0
242,128223,2021,28,Serie A,Juventus FC,506,Attack,False,36,35,1.83,9,7,1,257,25000000.0
246,357498,2021,21,Serie A,Juventus FC,506,Attack,True,15,15,1.87,7,1,0,154,85000000.0
247,364135,2021,21,Serie A,Juventus FC,506,Attack,True,32,32,2.03,5,3,0,218,24000000.0
248,431755,2021,21,Serie A,Juventus FC,506,Attack,False,22,20,1.9,1,3,0,759,40000000.0
249,431755,2021,21,Serie A,Juventus FC,506,Attack,False,22,20,1.9,1,3,0,759,40000000.0
251,620477,2021,19,Serie A,Juventus FC,506,Attack,False,20,9,1.89,0,0,0,0,7000000.0
252,668951,2021,18,Serie A,Juventus FC,506,Attack,False,9,2,2.0,0,0,0,0,2500000.0
253,682032,2021,20,Serie A,Juventus FC,506,Attack,True,12,4,0.5,0,0,0,0,2500000.0
255,48280,2021,34,Premier League,Manchester United,985,Attack,False,15,15,1.47,2,1,0,382,4000000.0
256,182877,2021,25,Premier League,Manchester United,985,Attack,False,13,8,2.13,1,0,0,210,16000000.0
257,182877,2021,25,Premier League,Manchester United,985,Attack,False,13,8,2.13,1,0,0,210,16000000.0
259,319301,2021,23,Premier League,Manchester United,985,Attack,False,3,2,3.0,0,0,0,0,18000000.0
260,319301,2021,23,Premier League,Manchester United,985,Attack,False,3,2,3.0,0,0,0,0,18000000.0
261,401173,2021,21,Premier League,Manchester United,985,Attack,True,32,29,1.55,3,3,0,633,75000000.0
264,583189,2021,19,Premier League,Manchester United,985,Attack,False,24,21,1.43,2,2,0,607,20000000.0
265,640026,2021,17,Premier League,Manchester United,985,Attack,False,2,1,0.0,0,0,0,0,4000000.0
269,68033,2019,27,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,18,14,1.5,2,0,0,375,4500000.0
270,111039,2019,27,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,5,5,1.0,0,0,0,0,12000000.0
271,125614,2019,26,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,18,15,1.93,5,2,0,149,4000000.0
272,145866,2019,27,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,14,14,1.71,4,1,0,193,8000000.0
274,185077,2019,26,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,1,1,0.0,0,0,0,0,5500000.0
275,237164,2019,25,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,33,32,1.53,6,3,0,349,8000000.0
276,293281,2019,20,Bundesliga,TSG 1899 Hoffenheim,533,Attack,True,13,11,1.45,0,1,0,0,11000000.0
277,293281,2019,20,Bundesliga,TSG 1899 Hoffenheim,533,Attack,True,13,11,1.45,0,1,0,0,11000000.0
278,578392,2019,16,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,13,6,1.33,0,0,0,0,300000.0
279,46580,2020,29,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,28,28,1.46,20,6,5,119,28000000.0
280,111039,2020,28,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,26,14,0.5,0,1,0,0,2800000.0
281,125614,2020,27,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,24,18,1.5,2,2,0,234,3500000.0
282,145866,2020,28,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,29,22,1.18,4,0,0,249,6000000.0
285,538977,2020,18,Bundesliga,TSG 1899 Hoffenheim,533,Attack,True,12,9,1.11,1,0,0,234,3500000.0
286,578392,2020,17,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,11,3,1.33,0,0,0,0,2000000.0
287,31535,2021,34,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,1,1,0.0,0,0,0,0,150000.0
290,145866,2021,29,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,32,27,1.33,3,5,0,438,4000000.0
293,524290,2021,18,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,7,2,1.5,0,0,0,0,400000.0
294,538977,2021,19,Bundesliga,TSG 1899 Hoffenheim,533,Attack,False,33,33,1.39,8,4,0,200,16000000.0
296,50202,2017,26,Premier League,Chelsea FC,631,Attack,False,35,34,1.79,12,4,2,203,110000000.0
297,65278,2017,29,Premier League,Chelsea FC,631,Attack,False,35,31,1.84,4,2,0,380,25000000.0
298,82442,2017,30,Premier League,Chelsea FC,631,Attack,False,13,13,1.54,3,1,0,204,18000000.0
299,82442,2017,30,Premier League,Chelsea FC,631,Attack,False,13,13,1.54,3,1,0,204,18000000.0
302,216569,2017,20,Premier League,Chelsea FC,631,Attack,False,1,1,0.0,0,0,0,0,2500000.0
303,281404,2017,21,Premier League,Chelsea FC,631,Attack,False,4,0,0.0,0,0,0,0,10000000.0
305,39152,2018,32,Ligue 1,AS Monaco,162,Attack,False,33,33,0.88,15,2,3,171,10000000.0
307,257448,2018,23,Ligue 1,AS Monaco,162,Attack,False,16,16,1.31,4,2,0,348,28000000.0
308,331498,2018,19,Ligue 1,AS Monaco,162,Attack,False,10,7,0.71,0,0,0,0,3000000.0
311,494237,2018,17,Ligue 1,AS Monaco,162,Attack,False,4,1,0.0,0,0,0,0,150000.0
312,569389,2018,18,Ligue 1,AS Monaco,162,Attack,False,19,13,0.77,0,0,0,0,5000000.0
315,82442,2018,31,Premier League,Chelsea FC,631,Attack,True,36,27,1.96,2,4,0,416,15000000.0
316,128223,2018,25,Premier League,Chelsea FC,631,Attack,False,17,16,2.0,5,0,0,189,50000000.0
318,46104,2019,29,Ligue 1,AS Monaco,162,Attack,False,9,9,1.22,2,0,0,237,6500000.0
321,238752,2019,24,Ligue 1,AS Monaco,162,Attack,True,25,21,1.52,4,4,0,213,16000000.0
323,264956,2019,22,Ligue 1,AS Monaco,162,Attack,True,16,10,1.6,0,0,0,0,9500000.0
324,364133,2019,18,Ligue 1,AS Monaco,162,Attack,False,1,0,0.0,0,0,0,0,6300000.0
325,46104,2020,30,Ligue 1,AS Monaco,162,Attack,False,32,29,2.28,6,1,0,131,5000000.0
327,146854,2020,29,Ligue 1,AS Monaco,162,Attack,False,37,37,2.03,20,8,10,131,35000000.0
328,257448,2020,25,Ligue 1,AS Monaco,162,Attack,False,25,23,1.87,3,4,0,520,18000000.0
329,364133,2020,19,Ligue 1,AS Monaco,162,Attack,False,25,16,1.56,1,1,0,216,6000000.0
330,463620,2020,18,Ligue 1,AS Monaco,162,Attack,False,21,14,1.5,1,0,0,283,6000000.0
332,569389,2020,20,Ligue 1,AS Monaco,162,Attack,False,32,32,2.03,7,1,0,290,16000000.0
334,146854,2021,30,Ligue 1,AS Monaco,162,Attack,False,37,37,1.84,25,5,8,102,25000000.0
336,412932,2021,20,Ligue 1,AS Monaco,162,Attack,False,32,31,1.87,4,1,0,236,14000000.0
337,490426,2021,22,Ligue 1,AS Monaco,162,Attack,False,8,8,1.13,1,0,0,281,13000000.0
340,543503,2021,21,Ligue 1,AS Monaco,162,Attack,False,1,0,0.0,0,0,0,0,150000.0
341,569389,2021,21,Ligue 1,AS Monaco,162,Attack,False,37,30,1.67,6,5,0,326,20000000.0
342,166240,2017,23,Premier League,Brighton & Hove Albion,1237,Attack,False,12,6,0.5,1,1,0,223,15000000.0
344,40433,2018,29,Premier League,Manchester United,985,Attack,False,23,20,1.85,1,3,0,877,35000000.0
346,182877,2018,22,Premier League,Manchester United,985,Attack,False,30,27,1.63,10,3,1,162,60000000.0
347,258923,2018,20,Premier League,Manchester United,985,Attack,False,35,33,1.79,10,8,0,234,80000000.0
351,258923,2019,21,Premier League,Manchester United,985,Attack,False,31,31,1.77,17,9,6,156,64000000.0
353,344830,2019,19,Premier League,Manchester United,985,Attack,False,7,3,2.0,0,0,0,0,6300000.0
354,532826,2019,17,Premier League,Manchester United,985,Attack,False,37,31,1.61,10,1,0,131,29000000.0
355,48280,2020,33,Premier League,Manchester United,985,Attack,True,26,26,1.85,10,3,0,137,6000000.0
357,258923,2020,22,Premier League,Manchester United,985,Attack,False,38,37,1.92,11,11,0,266,85000000.0
358,319301,2020,22,Premier League,Manchester United,985,Attack,False,27,15,2.13,3,1,0,304,18000000.0
359,532826,2020,18,Premier League,Manchester United,985,Attack,False,35,31,1.77,7,2,0,261,50000000.0
360,536835,2020,17,Premier League,Manchester United,985,Attack,True,11,3,1.33,0,1,0,0,18000000.0
362,640026,2020,16,Premier League,Manchester United,985,Attack,False,5,2,3.0,0,0,0,0,3000000.0
363,45671,2021,30,Premier League,Everton FC,29,Attack,False,8,1,0.0,0,0,0,0,2000000.0
366,183720,2021,26,Premier League,Everton FC,29,Attack,False,10,2,1.5,0,0,0,0,9000000.0
367,183720,2021,26,Premier League,Everton FC,29,Attack,False,10,2,1.5,0,0,0,0,9000000.0
370,344009,2021,23,Premier League,Everton FC,29,Attack,False,1,0,0.0,0,0,0,0,500000.0
371,364135,2021,21,Premier League,Everton FC,29,Attack,False,1,1,1.0,0,0,0,0,24000000.0
372,378710,2021,24,Premier League,Everton FC,29,Attack,False,30,30,1.13,10,5,3,253,48000000.0
373,503733,2021,20,Premier League,Everton FC,29,Attack,False,37,35,0.91,4,2,0,572,20000000.0
374,511550,2021,20,Premier League,Everton FC,29,Attack,False,7,1,1.0,0,0,0,0,300000.0
378,165895,2019,25,Serie A,Inter Milan,46,Attack,False,17,11,2.18,0,0,0,0,22500000.0
379,406625,2019,21,Serie A,Inter Milan,46,Attack,False,35,35,2.09,14,5,2,176,64000000.0
380,421780,2019,18,Serie A,Inter Milan,46,Attack,False,1,0,0.0,0,0,0,0,400000.0
382,96341,2020,27,Serie A,Inter Milan,46,Attack,False,37,36,2.42,24,10,6,120,100000000.0
383,315865,2020,21,Serie A,Inter Milan,46,Attack,False,28,8,2.75,1,0,0,163,12000000.0
385,640109,2020,19,Serie A,Inter Milan,46,Attack,False,3,0,0.0,0,0,0,0,1000000.0
388,134294,2021,28,Premier League,Aston Villa,405,Attack,True,33,30,1.23,7,6,1,272,20000000.0
389,183720,2021,26,Premier League,Aston Villa,405,Attack,False,18,9,1.11,1,1,1,383,9000000.0
390,183720,2021,26,Premier League,Aston Villa,405,Attack,False,18,9,1.11,1,1,1,383,9000000.0
391,234189,2021,26,Premier League,Aston Villa,405,Attack,False,4,1,0.0,0,0,0,0,10000000.0
392,321247,2021,24,Premier League,Aston Villa,405,Attack,False,37,35,1.11,4,6,0,475,32000000.0
395,387626,2021,23,Premier League,Aston Villa,405,Attack,True,20,18,0.89,1,2,0,754,25000000.0
396,412660,2021,23,Premier League,Aston Villa,405,Attack,False,6,1,0.0,0,0,0,0,2500000.0
397,533662,2021,19,Premier League,Aston Villa,405,Attack,False,12,3,1.0,0,0,0,0,6000000.0
399,14221,2017,30,Premier League,Everton FC,29,Attack,False,15,15,1.27,0,2,0,0,5000000.0
400,14221,2017,30,Premier League,Everton FC,29,Attack,False,15,15,1.27,0,2,0,0,5000000.0
403,199369,2017,21,Premier League,Everton FC,29,Attack,False,12,8,1.0,0,0,0,0,10000000.0
404,306024,2017,20,Premier League,Everton FC,29,Attack,False,33,32,1.25,4,7,0,468,15000000.0
405,406040,2017,19,Premier League,Everton FC,29,Attack,False,17,7,1.86,0,0,0,0,12000000.0
406,26399,2019,31,Premier League,Manchester City,281,Attack,False,26,24,2.08,16,4,2,91,52000000.0
407,134425,2019,24,Premier League,Manchester City,281,Attack,False,36,33,2.0,20,4,0,133,128000000.0
408,171424,2019,28,Premier League,Manchester City,281,Attack,False,38,33,2.09,11,12,1,176,48000000.0
410,363205,2019,22,Premier League,Manchester City,281,Attack,False,35,34,2.12,14,8,0,145,56000000.0
